;Investkosten;Ersparnisse Prosumer;Ersparnisse Consumer;Förderkosten;Eigenverbrauch;Erzeugung;Netzbezug;Netzeinspeisung;Verbrauch
0;;;;;;;;;
1;369489,2352000009;21189,14802180016;0,0;110846,77056000028;36661,02822500002;230930,7720000008;321209,9360999992;253411,84895000063;417067,52550000045
