;Investkosten;Ersparnisse Prosumer;Ersparnisse Consumer;Förderkosten;Eigenverbrauch;Erzeugung;Netzbezug;Netzeinspeisung;Verbrauch
52;1407173,359361687;42546,47563552655;15209,126252911174;374152,0078085061;155790,84092680516;594341,8970267224;186135,4277219538;438551,0560999173;417067,52550000045
53;1488162,124367647;44711,38285320766;16359,131824264161;398448,63731029414;159622,39345399346;646257,7720305432;180385,02994762055;486635,3785765497;417067,52550000045
54;1569150,8893736016;46836,20082419935;17483,368628119268;422745,26681208046;162986,54690387947;698173,6470343592;175384,99288143203;535187,1001304797;417067,52550000045
55;1650139,6543795504;48917,2776295835;18592,082237682025;447041,8963138651;165959,2320238688;750089,5220381749;170589,7575210803;584130,2900143061;417067,52550000045
56;960252,0043200012;26593,56923387545;5252,094207288215;228075,60129600036;95830,36139999975;230930,7720000008;260431,67753803515;135100,41060000105;417067,52550000045
57;1041240,7693259538;29590,26783321188;7131,996373468039;252372,23079778612;112936,108247647;282846,6470038165;237652,09417975735;169910,5387561695;417067,52550000045
58;1122229,5343319108;32131,82685221666;8839,23364925769;276668,8602995733;124706,71836950925;334762,52200763527;221092,2062361937;210055,803638126;417067,52550000045
59;1203218,2993378658;34579,03786629646;10366,144098713563;300965,48980135977;133562,58744574885;386678,3970114523;208242,62416567476;253115,80956570344;417067,52550000045
60;1284207,064343825;37050,95820933938;11775,61779695057;325262,1193031475;140614,78861883894;438594,27201527235;196930,82813615625;297979,4833964334;417067,52550000045
61;1365195,8293497772;39406,47864342974;13108,20892952078;349558,74880493316;146469,25568865865;490510,1470190878;187571,25334549427;344040,8913304291;417067,52550000045
62;1446184,5943557327;41724,823418060485;14373,436839574939;373855,3783067198;151445,64885968599;542426,0220229056;179476,5465833297;390980,37316321966;417067,52550000045
63;1527173,359361687;43948,891446944224;15584,835357965247;398152,0078085061;155790,84092680516;594341,8970267224;172635,00815381974;438551,0560999173;417067,52550000045
64;1608162,124367647;46148,17404133056;16766,824142172434;422448,63731029414;159622,39345399346;646257,7720305432;166334,4304236436;486635,3785765497;417067,52550000045
65;1689150,8893736016;48283,0104473637;17910,001203642292;446745,26681208046;162986,54690387947;698173,6470343592;161057,22673353605;535187,1001304797;417067,52550000045
66;1770139,6543795504;50400,06451820339;19050,626882589906;471041,8963138651;165959,2320238688;750089,5220381749;155713,0620146002;584130,2900143061;417067,52550000045
67;1080252,0043200012;27265,546720252383;5355,790101975715;252075,60129600036;95830,36139999975;230930,7720000008;255742,76934685127;135100,41060000105;417067,52550000045
68;1161240,769325954;30298,010379447274;7228,316392164945;276372,23079778615;112936,108247647;282846,6470038165;232653,44878201315;169910,5387561695;417067,52550000045
69;1242229,5343319108;32817,81481101087;8948,51983153449;300668,8602995733;124706,71836950925;334762,52200763527;215983,48983175875;210055,803638126;417067,52550000045
70;1323218,2993378658;35252,54939337128;10489,940391869071;324965,48980135977;133562,58744574885;386678,3970114523;202886,31795140004;253115,80956570344;417067,52550000045
71;1404207,064343825;37737,98635709066;11922,16283169855;349262,1193031475;140614,78861883894;438594,27201527235;191194,10972445016;297979,4833964334;417067,52550000045
72;1485195,8293497772;40115,28718299918;13280,15430683756;373558,74880493316;146469,25568865865;490510,1470190878;181315,93316075442;344040,8913304291;417067,52550000045
73;1566184,5943557327;42458,77420012124;14566,753427301435;397855,3783067198;151445,64885968599;542426,0220229056;172729,50590514115;390980,37316321966;417067,52550000045
74;1647173,359361687;44745,69531588148;15803,054514870473;422152,0078085061;155790,84092680516;594341,8970267224;165223,05920099522;438551,0560999173;417067,52550000045
75;1728162,124367647;46973,29888589665;17005,176381161666;446448,63731029414;159622,39345399346;646257,7720305432;158489,06193483237;486635,3785765497;417067,52550000045
76;1809150,8893736016;49148,53869795676;18173,15269341138;470745,26681208046;162986,54690387947;698173,6470343592;152807,49055536106;535187,1001304797;417067,52550000045
77;1890139,6543795504;51278,910454079625;19323,92536227933;495041,8963138651;165959,2320238688;750089,5220381749;147252,74677804424;584130,2900143061;417067,52550000045
78;1200252,0043200012;27684,30769646063;5423,413459110843;276075,60129600036;95830,36139999975;230930,7720000008;253033,7745254081;135100,41060000105;417067,52550000045
79;1281240,769325954;30661,71020051474;7284,5311802024125;300372,23079778615;112936,108247647;282846,6470038165;230256,22941526127;169910,5387561695;417067,52550000045
