;Investkosten;Ersparnisse Prosumer;Ersparnisse Consumer;Förderkosten;Eigenverbrauch;Erzeugung;Netzbezug;Netzeinspeisung;Verbrauch
13;790948,757528243;98117,25561768252;18868,555050304647;219284,6272584729;112936,108247647;282846,6470038165;295941,1991293399;169910,5387561695;417067,52550000045
14;903087,0475364926;110203,83641167072;25372,01584741448;252926,11426094777;124706,71836950925;334762,52200763527;283304,8695828499;210055,803638126;417067,52550000045
15;1015225,3375447382;122022,3863904025;31450,093147969907;286567,6012634215;133562,58744574885;386678,3970114523;273857,3634359991;253115,80956570344;417067,52550000045
16;1127363,6275529885;133710,2085979724;37325,201269859026;320209,08826589654;140614,78861883894;438594,27201527235;265770,2456580305;297979,4833964334;417067,52550000045
17;1239501,917561229;145016,19023114786;43070,27793901776;353850,5752683687;146469,25568865865;490510,1470190878;259281,0518924917;344040,8913304291;417067,52550000045
18;1351640,2075694767;156089,8701959469;48691,67840378073;387492,062270843;151445,64885968599;542426,0220229056;253652,3686405248;390980,37316321966;417067,52550000045
19;1463778,4975777196;167018,11810809275;54243,27080981814;421133,5492733159;155790,84092680516;594341,8970267224;248946,73864870987;438551,0560999173;417067,52550000045
20;1575916,7875859744;177798,65541436654;59749,66760113425;454775,03627579234;159622,39345399346;646257,7720305432;244612,51130960876;486635,3785765497;417067,52550000045
21;1688055,0775942197;188445,50159398123;65229,462882559514;488416,5232782659;162986,54690387947;698173,6470343592;241052,4098419589;535187,1001304797;417067,52550000045
22;1800193,3676024557;199032,19571622953;70735,80991346363;522058,01028073666;165959,2320238688;750089,5220381749;237415,16241440453;584130,2900143061;417067,52550000045
23;858810,4675200013;91952,68455256976;12289,423141881103;221643,14025600042;95830,36139999975;230930,7720000008;297577,0511278349;135100,41060000105;417067,52550000045
24;970948,757528243;104673,36529425248;19780,905877986323;255284,6272584729;112936,108247647;282846,6470038165;277907,6396461297;169910,5387561695;417067,52550000045
25;1083087,0475364926;116488,79670471486;26582,64166160601;288926,1142609478;124706,71836950925;334762,52200763527;264237,53751060116;210055,803638126;417067,52550000045
26;1195225,3375447383;128149,36185469506;32880,9528076234;322567,6012634215;133562,58744574885;386678,3970114523;254010,67641894607;253115,80956570344;417067,52550000045
27;1307363,6275529885;139773,58900148456;38963,81247246225;356209,08826589654;140614,78861883894;438594,27201527235;245110,25143060338;297979,4833964334;417067,52550000045
28;1419501,917561229;150993,8323777696;44899,56247092003;389850,5752683687;146469,25568865865;490510,1470190878;237988,88893333837;344040,8913304291;417067,52550000045
29;1531640,2075694767;162058,55044871423;50693,91054198362;423492,062270843;151445,64885968599;542426,0220229056;231889,90403705812;390980,37316321966;417067,52550000045
30;1643778,4975777196;172976,8619830979;56350,99961768319;457133,5492733159;155790,84092680516;594341,8970267224;226801,0865179667;438551,0560999173;417067,52550000045
31;1755916,7875859744;183822,92787713543;61979,48198572914;490775,03627579234;159622,39345399346;646257,7720305432;221937,44440329933;486635,3785765497;417067,52550000045
32;1868055,0775942197;194479,8725365978;67538,43470277621;524416,523278266;162986,54690387947;698173,6470343592;218021,17688732722;535187,1001304797;417067,52550000045
33;1980193,3676024557;205086,3315291126;73106,23605521758;558058,0102807367;165959,2320238688;750089,5220381749;214003,70185495395;584130,2900143061;417067,52550000045
34;1038810,4675200013;97414,412779468;12826,566876554572;257643,14025600042;95830,36139999975;230930,7720000008;282892,49751555786;135100,41060000105;417067,52550000045
35;1150948,7575282431;110242,27365612068;20460,340321961587;291284,6272584729;112936,108247647;282846,6470038165;261614,08748111015;169910,5387561695;417067,52550000045
36;1263087,0475364926;122121,52712162225;27509,046363282072;324926,1142609478;124706,71836950925;334762,52200763527;246801,4052994536;210055,803638126;417067,52550000045
37;1375225,3375447383;133764,61851327145;34036,68764339006;358567,6012634215;133562,58744574885;386678,3970114523;235341,78145461582;253115,80956570344;417067,52550000045
38;1487363,6275529885;145297,20683067146;40266,292800682415;392209,08826589654;140614,78861883894;438594,27201527235;225812,66678500723;297979,4833964334;417067,52550000045
39;1599501,917561229;156606,8101071094;46369,58289136108;425850,5752683687;146469,25568865865;490510,1470190878;217864,86331600527;344040,8913304291;417067,52550000045
40;1711640,2075694767;167728,59162819022;52309,91113984306;459492,062270843;151445,64885968599;542426,0220229056;211069,33403182006;390980,37316321966;417067,52550000045
41;1823778,4975777196;178640,68685745116;58108,534339627855;493133,5492733159;155790,84092680516;594341,8970267224;205422,1838302913;438551,0560999173;417067,52550000045
42;1935916,7875859744;189500,42114277993;63835,00452319345;526775,0362757924;159622,39345399346;646257,7720305432;200125,4550588856;486635,3785765497;417067,52550000045
43;2048055,0775942197;200231,7028830943;69479,86941868677;560416,523278266;162986,54690387947;698173,6470343592;195770,53123751498;535187,1001304797;417067,52550000045
44;2160193,3676024554;210850,42467535465;75127,68352406117;594058,0102807367;165959,2320238688;750089,5220381749;191427,39134713923;584130,2900143061;417067,52550000045
45;1218810,4675200013;102063,69692218424;13285,005390203509;293643,14025600045;95830,36139999975;230930,7720000008;270029,6861317258;135100,41060000105;417067,52550000045
46;1330948,7575282431;115103,37195230386;21020,97607873331;327284,6272584729;112936,108247647;282846,6470038165;247227,93959420986;169910,5387561695;417067,52550000045
47;1443087,0475364926;126944,78564852476;28239,668449222205;360926,1142609478;124706,71836950925;334762,52200763527;231390,63745472397;210055,803638126;417067,52550000045
48;1555225,3375447383;138694,6097754174;34966,428025872214;394567,6012634215;133562,58744574885;386678,3970114523;219053,7347495038;253115,80956570344;417067,52550000045
49;1667363,6275529885;150322,98874834282;41354,23366677956;428209,08826589654;140614,78861883894;438594,27201527235;208420,1183117833;297979,4833964334;417067,52550000045
50;1779501,917561229;161628,9784422079;47565,130432862235;461850,5752683687;146469,25568865865;490510,1470190878;199856,15222977326;344040,8913304291;417067,52550000045
51;1891640,2075694767;172836,67931107903;53633,214522467075;495492,062270843;151445,64885968599;542426,0220229056;192307,1376726473;390980,37316321966;417067,52550000045
52;2003778,4975777196;183815,74308661502;59533,46621011068;529133,5492733158;155790,84092680516;594341,8970267224;186135,4277219538;438551,0560999173;417067,52550000045
53;2115916,7875859747;194716,7322659741;65362,11210014997;562775,0362757924;159622,39345399346;646257,7720305432;180385,02994762055;486635,3785765497;417067,52550000045
54;2228055,0775942197;205512,82124982885;71123,32971523653;596416,523278266;162986,54690387947;698173,6470343592;175384,99288143203;535187,1001304797;417067,52550000045
55;2340193,3676024554;216194,45418367736;76843,92830525806;630058,0102807367;165959,2320238688;750089,5220381749;170589,7575210803;584130,2900143061;417067,52550000045
56;1398810,4675200013;105419,26428397435;13742,979842404166;329643,14025600045;95830,36139999975;230930,7720000008;260431,67753803515;135100,41060000105;417067,52550000045
57;1510948,7575282431;118496,77424533117;21481,52182224046;363284,6272584729;112936,108247647;282846,6470038165;237652,09417975735;169910,5387561695;417067,52550000045
58;1623087,0475364926;130383,33563815385;28768,257338888987;396926,1142609478;124706,71836950925;334762,52200763527;221092,2062361937;210055,803638126;417067,52550000045
59;1735225,3375447383;142023,01975142272;35583,137659964166;430567,6012634215;133562,58744574885;386678,3970114523;208242,62416567476;253115,80956570344;417067,52550000045
60;1847363,6275529885;153727,3599421451;42090,72514868338;464209,08826589654;140614,78861883894;438594,27201527235;196930,82813615625;297979,4833964334;417067,52550000045
61;1959501,917561229;165127,12037110826;48397,136590574446;497850,5752683687;146469,25568865865;490510,1470190878;187571,25334549427;344040,8913304291;417067,52550000045
62;2071640,2075694767;176429,60449115233;54527,28093354848;531492,062270843;151445,64885968599;542426,0220229056;179476,5465833297;390980,37316321966;417067,52550000045
63;2183778,4975777194;187485,39779315802;60516,57170166889;565133,5492733158;155790,84092680516;594341,8970267224;172635,00815381974;438551,0560999173;417067,52550000045
64;2295916,7875859747;198476,33587489557;66428,90699867658;598775,0362757924;159622,39345399346;646257,7720305432;166334,4304236436;486635,3785765497;417067,52550000045
65;2408055,0775942197;209298,63976377575;72239,68495452177;632416,523278266;162986,54690387947;698173,6470343592;161057,22673353605;535187,1001304797;417067,52550000045
66;2520193,3676024554;220074,4132088995;78043,78679276702;666058,0102807367;165959,2320238688;750089,5220381749;155713,0620146002;584130,2900143061;417067,52550000045
67;1578810,4675200013;107177,60537332737;14014,317433503107;365643,14025600045;95830,36139999975;230930,7720000008;255742,76934685127;135100,41060000105;417067,52550000045
68;1690948,7575282431;120348,70057464723;21733,55920449736;399284,6272584729;112936,108247647;282846,6470038165;232653,44878201315;169910,5387561695;417067,52550000045
69;1803087,0475364926;132178,33746366532;29054,22284917994;432926,1142609478;124706,71836950925;334762,52200763527;215983,48983175875;210055,803638126;417067,52550000045
70;1915225,3375447383;143785,37491393508;35907,07129372109;466567,6012634215;133562,58744574885;386678,3970114523;202886,31795140004;253115,80956570344;417067,52550000045
71;2027363,6275529885;155525,08359542768;42474,184656273916;500209,08826589654;140614,78861883894;438594,27201527235;191194,10972445016;297979,4833964334;417067,52550000045
72;2139501,9175612293;166981,8360496484;48847,06032788669;533850,5752683687;146469,25568865865;490510,1470190878;181315,93316075442;344040,8913304291;417067,52550000045
73;2251640,2075694767;178350,1090375446;55033,12600476614;567492,062270843;151445,64885968599;542426,0220229056;172729,50590514115;390980,37316321966;417067,52550000045
74;2363778,4975777194;189570,36791687735;61087,57849557091;601133,5492733158;155790,84092680516;594341,8970267224;165223,05920099522;438551,0560999173;417067,52550000045
75;2475916,7875859747;200635,41255151038;67052,5953573651;634775,0362757924;159622,39345399346;646257,7720305432;158489,06193483237;486635,3785765497;417067,52550000045
76;2588055,0775942197;211563,4386861606;72928,2646860842;668416,523278266;162986,54690387947;698173,6470343592;152807,49055536106;535187,1001304797;417067,52550000045
77;2700193,3676024554;222374,0600744422;78758,91781462097;702058,0102807367;165959,2320238688;750089,5220381749;147252,74677804424;584130,2900143061;417067,52550000045
78;1758810,4675200013;108273,36326107226;14191,265218006713;401643,14025600045;95830,36139999975;230930,7720000008;253033,7745254081;135100,41060000105;417067,52550000045
79;1870948,7575282431;121300,381773107;21880,654566528756;435284,6272584729;112936,108247647;282846,6470038165;230256,22941526127;169910,5387561695;417067,52550000045
80;1983087,0475364926;132949,42321163983;29172,6902717871;468926,1142609478;124706,71836950925;334762,52200763527;214032,07276324014;210055,803638126;417067,52550000045
81;2095225,3375447383;144531,11548822664;36021,67721511564;502567,6012634215;133562,58744574885;386678,3970114523;200970,1475103476;253115,80956570344;417067,52550000045
82;2207363,6275529885;156350,6259528089;42621,02725837969;536209,0882658965;140614,78861883894;438594,27201527235;189005,8843982135;297979,4833964334;417067,52550000045
83;2319501,9175612293;167835,70413260447;49014,99472519458;569850,5752683687;146469,25568865865;490510,1470190878;179020,5694596252;344040,8913304291;417067,52550000045
84;2431640,2075694767;179260,1634356458;55234,567480890044;603492,062270843;151445,64885968599;542426,0220229056;170136,41292853016;390980,37316321966;417067,52550000045
85;2543778,4975777194;190504,68922899634;61322,475290914794;637133,5492733158;155790,84092680516;594341,8970267224;162363,8163907195;438551,0560999173;417067,52550000045
86;2655916,7875859747;201708,2595773321;67336,85766655397;670775,0362757924;159622,39345399346;646257,7720305432;155047,87406295002;486635,3785765497;417067,52550000045
87;2768055,0775942197;212692,69999839913;73241,86304798319;704416,523278266;162986,54690387947;698173,6470343592;149053,2771169321;535187,1001304797;417067,52550000045
88;2880193,3676024554;223589,23660857958;79114,99034666196;738058,0102807367;165959,2320238688;750089,5220381749;143130,4457191832;584130,2900143061;417067,52550000045
89;1938810,4675200013;108951,11915236895;14301,813431700699;437643,14025600045;95830,36139999975;230930,7720000008;251549,41616912367;135100,41060000105;417067,52550000045
90;2050948,7575282431;121902,69692122555;21949,920194869992;471284,6272584729;112936,108247647;282846,6470038165;228900,04708576773;169910,5387561695;417067,52550000045
91;2163087,0475364923;133341,5381617919;29218,056404637133;504926,1142609478;124706,71836950925;334762,52200763527;213126,6093605391;210055,803638126;417067,52550000045
92;2275225,3375447383;144885,6306274705;36061,92676431221;538567,6012634215;133562,58744574885;386678,3970114523;200166,38341696947;253115,80956570344;417067,52550000045
93;2387363,6275529885;156712,66912066753;42660,67758073499;572209,0882658965;140614,78861883894;438594,27201527235;188154,2593620291;297979,4833964334;417067,52550000045
94;2499501,9175612293;168283,95094579068;49094,368757064;605850,5752683687;146469,25568865865;490510,1470190878;178023,5724076461;344040,8913304291;417067,52550000045
95;2611640,2075694767;179764,63307887418;55332,75706831368;639492,062270843;151445,64885968599;542426,0220229056;168905,12814482008;390980,37316321966;417067,52550000045
96;2723778,4975777194;191102,1000396643;61464,95886882422;673133,5492733158;155790,84092680516;594341,8970267224;160608,0687045915;438551,0560999173;417067,52550000045
97;2835916,7875859747;202320,2676675051;67490,1754545324;706775,0362757924;159622,39345399346;646257,7720305432;153134,14275287453;486635,3785765497;417067,52550000045
98;2948055,0775942197;213385,68512940637;73430,75217712867;740416,523278266;162986,54690387947;698173,6470343592;146731,3882253192;535187,1001304797;417067,52550000045
99;3060193,3676024554;224304,91149137582;79322,20162008316;774058,0102807367;165959,2320238688;750089,5220381749;140683,86718894838;584130,2900143061;417067,52550000045
100;2118810,4675200013;109575,40556765404;14372,381879643784;473643,14025600045;95830,36139999975;230930,7720000008;250017,99490386626;135100,41060000105;417067,52550000045
101;2230948,757528243;122273,16463355237;21992,88589667903;507284,6272584729;112936,108247647;282846,6470038165;228055,05553625172;169910,5387561695;417067,52550000045
102;2343087,0475364923;133626,23355472;29247,910565395094;540926,1142609478;124706,71836950925;334762,52200763527;212405,00835237352;210055,803638126;417067,52550000045
103;2455225,3375447383;145113,88374593022;36089,77156844047;574567,6012634215;133562,58744574885;386678,3970114523;199592,59929511743;253115,80956570344;417067,52550000045
104;2567363,6275529885;156879,95632957952;42687,35468422155;608209,0882658965;140614,78861883894;438594,27201527235;187766,02178774265;297979,4833964334;417067,52550000045
105;2679501,9175612293;168530,24348289086;49147,59532614125;641850,5752683687;146469,25568865865;490510,1470190878;177312,81248546185;344040,8913304291;417067,52550000045
106;2791640,2075694767;180099,18130910821;55412,49259500554;675492,062270843;151445,64885968599;542426,0220229056;167870,07467082955;390980,37316321966;417067,52550000045
107;2903778,4975777194;191479,84381185911;61550,665071846975;709133,5492733158;155790,84092680516;594341,8970267224;159452,95231577675;438551,0560999173;417067,52550000045
108;3015916,7875859747;202706,90529809962;67583,88794274729;742775,0362757924;159622,39345399346;646257,7720305432;151953,83565755823;486635,3785765497;417067,52550000045
109;3128055,0775942197;213844,89452403234;73547,42124167932;776416,523278266;162986,54690387947;698173,6470343592;145265,7712543004;535187,1001304797;417067,52550000045
110;3240193,3676024554;224808,6289422653;79456,4913120236;810058,0102807367;165959,2320238688;750089,5220381749;139019,22576958907;584130,2900143061;417067,52550000045
111;2298810,4675200013;109963,93129335112;14414,668814138828;509643,14025600045;95830,36139999975;230930,7720000008;249167,87697672183;135100,41060000105;417067,52550000045
112;2410948,757528243;122547,0847342384;22019,51849192714;543284,6272584728;112936,108247647;282846,6470038165;227352,69923792372;169910,5387561695;417067,52550000045
113;2523087,0475364923;133846,50771395426;29274,569384809038;576926,1142609478;124706,71836950925;334762,52200763527;211866,9290129345;210055,803638126;417067,52550000045
114;2635225,3375447383;145270,68790766376;36097,687088114806;610567,6012634215;133562,58744574885;386678,3970114523;199311,76657627593;253115,80956570344;417067,52550000045
115;2747363,6275529885;157030,5692059671;42706,75181735914;644209,0882658965;140614,78861883894;438594,27201527235;187324,84554266822;297979,4833964334;417067,52550000045
116;2859501,9175612293;168715,7937581847;49176,702270789;677850,5752683687;146469,25568865865;490510,1470190878;176783,5450846142;344040,8913304291;417067,52550000045
117;2971640,2075694767;180320,51104976214;55455,23892378208;711492,062270843;151445,64885968599;542426,0220229056;167191,5965255378;390980,37316321966;417067,52550000045
118;3083778,4975777194;191696,26989158074;61595,912360355134;745133,5492733158;155790,84092680516;594341,8970267224;158802,94759080166;438551,0560999173;417067,52550000045
119;3195916,7875859747;202965,8808698378;67633,70179502308;778775,0362757924;159622,39345399346;646257,7720305432;151216,14202872655;486635,3785765497;417067,52550000045
120;3308055,0775942197;214080,6344545688;73598,92412047174;812416,523278266;162986,54690387947;698173,6470343592;144538,57135123192;535187,1001304797;417067,52550000045
121;3420193,3676024554;225150,4519670283;79540,77260907572;846058,0102807367;165959,2320238688;750089,5220381749;137978,31474227292;584130,2900143061;417067,52550000045
