;Investkosten;Ersparnisse Prosumer;Ersparnisse Consumer;Förderkosten;Eigenverbrauch;Erzeugung;Netzbezug;Netzeinspeisung;Verbrauch
0;;;;;;;;;
188;4938768,466800001;91004,03858633862;5141,445277262388;1031630,5400400005;36661,02822500002;230930,7720000008;321209,9360999992;135073,1826000001;417067,52550000045
189;5727889,766858031;177631,49969454826;57319,65465074215;1268366,9300574092;113973,41765201134;646257,7720305432;257445,13204600455;486635,3785765476;417067,52550000045
190;6517011,066916063;258833,2821700596;100928,80623153727;1505103,320074819;137143,15388416726;1061584,772061086;238249,55227667032;882766,7988377566;417067,52550000045
191;7306132,366974089;338227,1636433213;143314,24950545162;1741839,7100922267;150561,25962260927;1476911,7720916239;228708,77922430614;1288553,025815933;417067,52550000045
192;8095253,66703212;416825,0132485614;185297,5071685088;1978576,1001096359;159802,2209802787;1892238,7721221694;222983,98540404596;1698155,232026215;417067,52550000045
193;8884374,967090128;495012,79082661815;227103,47832208214;2215312,490127038;166704,49839145335;2307565,772152701;219129,76017188706;2109628,0068245935;417067,52550000045
194;9673496,26714817;572961,6539553222;268826,4440440178;2452048,880144451;172013,820276037;2722892,7721832525;216300,7574906662;2522126,00417392;417067,52550000045
195;10462617,567206187;650744,4346066321;310504,53543319757;2688785,270161856;176169,6368296435;3138219,7722137813;214143,59178444007;2935295,8384982287;417067,52550000045
196;11251738,867264254;728414,6594173943;352154,0732099244;2925521,660179276;179562,01689119384;3553546,7722443403;212435,81924064818;3348915,065984981;417067,52550000045
197;12040860,16732227;805995,3713136623;393785,5074324552;3162258,050196681;182391,90028900007;3968873,772274882;211070,77430412412;3762877,0210789945;417067,52550000045
198;12829981,467380263;883522,4115359207;435405,6526316476;3398994,4402140784;184788,20731885626;4384200,772305402;209912,61056936232;4177045,8573747827;417067,52550000045
199;5688768,466800001;91004,03858633862;5141,445277262388;1181630,5400400003;36661,02822500002;230930,7720000008;321209,9360999992;135073,1826000001;417067,52550000045
200;6477889,766858031;177631,49969454826;57319,65465074215;1418366,9300574092;113973,41765201134;646257,7720305432;257445,13204600455;486635,3785765476;417067,52550000045
201;7267011,066916063;258833,2821700596;100928,80623153727;1655103,320074819;137143,15388416726;1061584,772061086;238249,55227667032;882766,7988377566;417067,52550000045
202;8056132,366974089;338227,1636433213;143314,24950545162;1891839,7100922267;150561,25962260927;1476911,7720916239;228708,77922430614;1288553,025815933;417067,52550000045
203;8845253,667032119;416825,0132485614;185297,5071685088;2128576,100109636;159802,2209802787;1892238,7721221694;222983,98540404596;1698155,232026215;417067,52550000045
204;9634374,967090128;495012,79082661815;227103,47832208214;2365312,490127038;166704,49839145335;2307565,772152701;219129,76017188706;2109628,0068245935;417067,52550000045
205;10423496,26714817;572961,6539553222;268826,4440440178;2602048,880144451;172013,820276037;2722892,7721832525;216300,7574906662;2522126,00417392;417067,52550000045
