;0,0;100,0;200,0;300,0;400,0;500,0;600,0;700,0;800,0;900,0;1000,0
0,0;415675,3896000014;571675,3896000014;727675,3896000014;883675,3896000014;1039675,3896000014;1195675,3896000013;1351675,3896000013;1507675,3896000013;1663675,3896000013;1819675,3896000013;1975675,3896000013
50,0;509123,96460686944;665123,9646068695;821123,9646068695;977123,9646068696;1133123,9646068695;1289123,9646068695;1445123,9646068695;1601123,9646068695;1757123,9646068695;1913123,9646068693;2069123,9646068693
100,0;602572,5396137435;758572,5396137435;914572,5396137435;1070572,5396137435;1226572,5396137435;1382572,5396137435;1538572,5396137435;1694572,5396137435;1850572,5396137435;2006572,5396137435;2162572,539613744
150,0;696021,1146206141;852021,1146206141;1008021,114620614;1164021,114620614;1320021,114620614;1476021,114620614;1632021,114620614;1788021,114620614;1944021,114620614;2100021,114620614;2256021,114620614
200,0;789469,6896274898;945469,6896274898;1101469,6896274898;1257469,6896274898;1413469,6896274898;1569469,6896274898;1725469,6896274898;1881469,6896274895;2037469,6896274895;2193469,68962749;2349469,68962749
250,0;882918,2646343579;1038918,264634358;1194918,2646343578;1350918,2646343578;1506918,2646343578;1662918,2646343578;1818918,2646343575;1974918,2646343575;2130918,2646343578;2286918,2646343578;2442918,2646343578
300,0;976366,8396412302;1132366,8396412302;1288366,8396412302;1444366,8396412302;1600366,8396412302;1756366,8396412302;1912366,8396412304;2068366,8396412304;2224366,83964123;2380366,83964123;2536366,83964123
350,0;1069815,4146481005;1225815,4146481005;1381815,4146481005;1537815,4146481005;1693815,4146481005;1849815,4146481005;2005815,4146481005;2161815,4146481007;2317815,4146481007;2473815,4146481007;2629815,4146481007
400,0;1163263,989654977;1319263,989654977;1475263,989654977;1631263,989654977;1787263,989654977;1943263,989654977;2099263,9896549773;2255263,9896549773;2411263,9896549773;2567263,9896549773;2723263,9896549773
450,0;1256712,5646618465;1412712,5646618465;1568712,5646618465;1724712,5646618465;1880712,5646618465;2036712,5646618465;2192712,5646618465;2348712,5646618465;2504712,5646618465;2660712,5646618465;2816712,5646618465
500,0;1350161,139668713;1506161,139668713;1662161,139668713;1818161,139668713;1974161,139668713;2130161,1396687133;2286161,1396687133;2442161,1396687133;2598161,1396687133;2754161,1396687133;2910161,1396687133
